Description,Variables,value,unit,,,,12
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0139158_2020-8-15-16-25-2,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0130250_2020-8-15-20-1-18,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0117466_2020-8-20-14-25-54,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0129861_2020-8-20-19-22-40,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0123476_2020-8-20-18-36-58,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0125373_2020-8-15-13-34-49,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0126955_2020-8-15-21-47-52,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0121939_2020-8-16-22-16-51,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],9,(0-15),0144604_2020-8-15-13-52-2,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0142777_2020-8-17-10-28-32,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0140290_2020-8-20-17-39-33,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0137996_2020-8-20-21-49-31,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0133367_2020-8-20-21-25-37,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0121339_2020-8-20-18-46-7,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0121566_2020-8-20-16-16-2,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0128406_2020-8-20-16-25-15,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0120729_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0121415_2020-8-17-10-24-3,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0126574_2020-8-15-20-16-35,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0142688_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0119967_2020-8-18-22-26-33,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0136706_2020-8-20-14-38-18,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0121390_2020-8-20-15-44-52,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0141709_2020-8-15-19-14-53,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],10,(0-15),0142532_2020-8-20-16-17-45,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],11,(0-15),0121099_2020-8-16-20-42-5,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],11,(0-15),0142532_2020-8-20-17-26-5,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],12,(0-15),00203EX_2020-8-15-20-51-45,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],12,(0-15),0120058_2020-8-15-20-29-35,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],12,(0-15),0125694_2020-8-20-14-16-40,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],12,(0-15),0121706_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],12,(0-15),0133802_2020-8-15-17-37-6,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],12,(0-15),0120310_2020-8-18-22-11-51,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),0139672_2020-8-20-20-9-41,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),0130779_2020-8-20-12-53-1,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),0120605_2020-8-20-22-33-54,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),0120753_2020-8-15-14-20-36,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),00146EX_2020-8-15-16-13-34,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),0121497_2020-8-20-20-56-20,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),0116945_2020-8-20-22-2-38,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),0139717_2020-8-18-22-36-20,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],13,(0-15),0141709_2020-8-15-22-7-35,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0137129_2000-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0123691_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0142553_2020-8-20-16-36-46,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0130597_2020-8-20-13-39-9,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0119995_2020-8-20-20-52-22,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0130779_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0121240_2020-8-20-15-32-20,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0135387_2020-8-20-16-14-32,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0142688_2020-8-20-16-24-37,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0129626_2020-8-15-18-20-2,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0133530_2020-8-20-15-8-9,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],14,(0-15),0119967_2020-8-18-22-14-23,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0136235_2020-8-20-18-59-33,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0138718_2020-8-19-10-21-5,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0121580_2000-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0142313_2020-8-15-17-33-7,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0119249_2020-8-19-11-36-50,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0125599_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0125599_2020-8-15-18-18-34,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0124737_2020-8-20-12-49-16,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0124755_2020-8-15-15-58-24,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],15,(0-15),0147868_2020-8-20-18-48-6,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0133685_2020-8-20-21-17-36,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0119355_2020-8-21-0-4-32,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0140290_2020-8-20-16-36-42,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0122297_2020-8-19-10-45-44,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0120040_2020-8-18-22-43-56,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0142313_2020-8-15-17-26-15,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0123021_2020-8-15-21-16-35,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0127019_2020-8-15-17-30-31,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0127635_2020-8-20-14-46-59,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0126959_2020-8-20-14-46-15,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0121939_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0147868_2020-8-20-21-41-14,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0133879_2020-8-15-17-20-51,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],16,(0-15),0122608_2020-8-19-10-50-59,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),00265EX_2020-8-19-10-39-43,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0138895_2020-8-16-19-50-17,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0140275_2020-8-19-9-19-42,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0120058_2020-8-15-20-34-32,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0125305_2020-8-21-0-10-28,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0141301_2020-8-16-12-20-33,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0121634_2020-8-15-20-48-7,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0125183_2020-8-20-22-32-17,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0126004_2020-8-20-13-31-36,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],17,(0-15),0137036_2020-8-15-18-39-32,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),00254EX_2020-8-15-22-33-25,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0144733_2020-8-15-21-39-14,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0142941_2020-8-20-11-50-16,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0142313_2020-8-15-20-5-24,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0127019_2020-8-20-12-11-6,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0148056_2020-8-19-11-26-27,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0120310_2020-8-18-22-33-10,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0120406_2020-8-20-15-28-30,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0122317_2020-8-15-15-34-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0137733_2020-8-20-13-51-45,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0121149_2020-8-19-0-31-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0129621_2020-8-15-15-14-42,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0131698_2020-8-20-13-35-29,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0131848_2020-8-16-4-37-46,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0142532_2020-8-20-17-4-18,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0141387_2020-8-15-20-5-53,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],18,(0-15),0141009_2020-8-19-1-1-59,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0119355_2020-8-20-17-49-6,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0139015_2020-8-20-18-2-38,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0121566_2020-8-20-20-22-40,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0118693_2020-8-20-11-45-50,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0140727_2020-8-18-22-34-51,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0125111_2020-8-15-20-7-26,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0126594_2020-8-15-17-1-27,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0125230_2020-8-19-0-51-22,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0121423_2020-8-20-19-9-6,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0128690_2020-8-20-19-10-10,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0120476_2020-8-20-17-37-51,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0138643_2020-8-20-16-17-49,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0115849_2020-8-20-14-48-49,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0123399_2020-8-20-11-37-26,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0144395_2020-8-20-16-39-30,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0140646_2020-8-20-19-43-45,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],19,(0-15),0121916_2020-8-20-20-54-36,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0139134_2020-8-20-19-30-46,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0133557_2020-8-15-14-19-45,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0133871_2020-8-20-19-36-7,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0129672_2020-8-16-18-54-38,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0129672_2020-8-16-21-51-23,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0121360_2020-8-20-13-0-57,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0123179_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0119411_2020-8-20-13-14-14,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0129201_2020-8-19-11-19-23,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0136965_2020-8-19-9-54-8,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0123772_2020-8-15-21-52-45,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0135699_2020-8-20-16-13-44,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0132313_2020-8-20-19-39-39,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0123602_2020-8-16-21-32-18,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0120482_2020-8-20-13-14-12,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0140646_2020-8-20-17-20-50,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0144604_2020-8-20-16-57-50,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],20,(0-15),0141387_2020-8-15-20-11-48,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0126724_2020-8-19-11-20-41,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0136319_2020-8-19-1-31-11,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0140694_2020-8-16-20-1-18,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0139015_2020-8-20-16-42-38,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0121429_2020-8-20-19-33-5,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0118489_2020-8-20-19-42-10,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0125359_2020-8-20-18-45-23,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0123772_2020-8-15-14-25-11,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0127635_2020-8-20-15-41-15,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0142833_2020-8-17-11-2-48,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0130327_2020-8-16-20-43-15,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0136706_2020-8-20-21-54-8,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0133232_2020-8-20-12-23-10,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],21,(0-15),0144112_2020-8-20-22-6-49,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0144702_2020-8-20-13-8-17,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0122001_2020-8-15-21-36-33,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0144998_2020-8-20-21-12-8,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0117466_2020-8-20-12-46-33,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0121380_2020-8-20-18-34-11,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0123686_2020-8-16-20-25-16,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0147616_2020-8-20-16-29-48,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0120663_2020-8-16-22-49-23,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0126447_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0124865_2020-8-15-22-23-1,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0125183_2020-8-20-18-50-57,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0122650_2020-8-15-16-23-17,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0126402_2020-8-15-19-56-27,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0121939_2020-8-15-14-1-29,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0142234_2020-8-15-16-59-54,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],22,(0-15),0147868_2020-8-20-15-44-29,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),00265EX_2020-8-17-10-19-29,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0138718_2020-8-20-12-46-48,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0119411_2020-8-20-13-40-28,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0147377_2020-8-16-20-19-52,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0129558_2020-8-18-21-47-57,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0120425_2020-8-18-21-42-42,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0126811_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0120753_2020-8-15-18-14-9,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0125183_2020-8-17-0-1-24,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0135360_2020-8-15-14-35-16,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0147816_2020-8-19-0-41-8,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0133232_2020-8-20-19-52-40,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],23,(0-15),0143526_2020-8-15-17-37-35,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0141232_2020-8-19-0-38-26,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0145193_2020-8-20-14-19-3,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0127128_2020-8-15-13-33-5,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0145325_2020-8-16-12-17-9,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0122271_2020-8-16-21-11-44,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0122001_2020-8-20-12-4-32,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0125187_2019-0-0-0-0-0,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0123582_2020-8-20-13-38-36,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0129558_2020-8-19-0-53-1,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0120425_2020-8-15-20-36-26,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0127019_2020-8-20-18-30-55,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0119831_2020-8-20-18-15-34,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0130394_2020-8-15-13-59-22,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0122191_2020-8-20-12-4-58,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0122608_2020-8-15-19-49-7,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],24,(0-15),0142182_2020-8-20-17-18-32,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],25,(0-15),0138079_2020-8-15-17-51-3,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],25,(0-15),0141319_2020-8-15-18-55-25,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],25,(0-15),0132221_2020-8-16-22-50-21,,,
