Description,Variables,value,unit,,,,18
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],16,(45-60),0123492_2020-8-22-12-51-30,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],16,(45-60),0140858_2020-8-23-19-46-51,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],16,(45-60),0133840_2020-8-22-13-23-48,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],17,(45-60),0125675_2020-8-23-13-0-18,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],17,(45-60),0124188_2020-8-23-16-5-56,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],17,(45-60),0126792_2020-8-23-13-53-58,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],18,(45-60),0120063_2020-8-23-14-35-35,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],18,(45-60),0127124_2020-8-23-13-44-16,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],18,(45-60),0140163_2020-8-23-19-26-28,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],18,(45-60),0125313_2020-8-22-21-36-20,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],19,(45-60),0119600_2020-8-22-12-57-12,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],19,(45-60),0138247_2020-8-23-19-30-8,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],19,(45-60),0127624_2020-8-23-13-38-18,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],19,(45-60),0127624_2020-8-23-14-41-28,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],19,(45-60),0124681_2020-8-23-19-29-44,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],20,(45-60),0130016_2020-8-22-12-50-5,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],20,(45-60),0118546_2020-8-23-19-27-31,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],20,(45-60),0125948_2020-8-26-0-16-25,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],20,(45-60),0123657_2020-8-23-15-11-29,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],20,(45-60),0143526_2020-8-23-15-11-42,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],21,(45-60),0109678_2020-8-23-20-20-48,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],21,(45-60),0121380_2020-8-23-8-35-18,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],21,(45-60),0122640_2020-8-22-9-30-19,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],21,(45-60),0124560_2019-0-0-0-0-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],21,(45-60),0130394_2020-8-23-16-5-30,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],22,(45-60),0144451_2020-8-22-20-27-5,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],22,(45-60),0135749_2020-8-22-12-59-31,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],22,(45-60),0125273_2020-8-22-12-26-48,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],22,(45-60),0120374_2020-8-23-19-57-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],23,(45-60),0120063_2019-0-0-0-0-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],23,(45-60),0124400_2020-8-22-12-28-14,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],24,(45-60),0129957_2020-8-23-8-47-55,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],24,(45-60),0125523_2020-8-23-11-10-38,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],24,(45-60),0125313_2020-8-23-8-38-20,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],25,(45-60),0135966_2020-8-23-13-12-35,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],25,(45-60),0120783_2020-8-23-13-21-1,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],25,(45-60),0139747_2020-8-27-19-42-47,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],25,(45-60),0121447_2020-8-23-19-29-58,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],25,(45-60),00294EX_2020-8-27-13-1-52,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],26,(45-60),0137894_2020-8-22-19-40-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],26,(45-60),0135701_2020-8-23-11-45-41,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],26,(45-60),0138565_2020-8-23-9-22-8,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],26,(45-60),0132574_2020-8-23-15-0-11,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],27,(45-60),0136319_2020-8-22-20-28-10,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],27,(45-60),0140757_2020-8-23-16-0-30,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],27,(45-60),0129558_2020-8-23-15-16-44,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],27,(45-60),0135491_2020-8-23-19-52-48,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],27,(45-60),0121285_2020-8-23-19-38-29,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],27,(45-60),00146EX_2020-8-22-12-19-43,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],28,(45-60),0126303_2020-8-23-13-37-17,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],28,(45-60),0121380_2020-8-23-19-49-18,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],28,(45-60),0138308_2020-8-22-15-18-34,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],29,(45-60),0139521_2020-8-23-14-2-7,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],29,(45-60),0144097_2020-8-23-20-6-21,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],29,(45-60),0103411_2020-8-22-12-48-30,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],29,(45-60),0109678_2020-8-26-0-5-15,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],29,(45-60),0124832_2020-8-27-11-59-2,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],29,(45-60),0142234_2020-8-25-22-56-53,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],29,(45-60),0147816_2020-8-22-10-37-51,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],30,(45-60),0135872_2020-8-23-14-30-41,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],30,(45-60),0120016_2020-8-23-13-57-45,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],30,(45-60),0121619_2020-8-23-13-30-51,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],30,(45-60),0144105_2020-8-23-13-12-32,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],30,(45-60),0146066_2020-8-26-0-36-36,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],30,(45-60),0139384_2020-8-23-15-21-4,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],30,(45-60),0119712_2020-8-23-19-37-10,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],31,(45-60),0127128_2020-8-22-9-58-5,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],31,(45-60),0137645_2020-8-23-19-49-8,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],31,(45-60),0125187_2020-8-23-8-18-10,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],31,(45-60),0126594_2020-8-23-19-34-56,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],31,(45-60),0141905_2020-8-22-20-23-25,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],32,(45-60),0141015_2020-8-23-11-13-5,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],32,(45-60),0121566_2020-8-27-18-3-18,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],32,(45-60),0145857_2020-8-23-14-45-33,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],32,(45-60),0123518_2020-8-23-10-46-9,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],32,(45-60),0137935_2020-8-23-20-18-48,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],32,(45-60),0144112_2020-8-23-19-59-42,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],33,(45-60),0127128_2020-8-22-9-46-6,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],33,(45-60),0144733_2020-8-22-14-6-53,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],33,(45-60),0137894_2020-8-23-15-33-31,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],33,(45-60),0126218_2020-8-23-14-23-55,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],33,(45-60),0125830_2020-8-26-0-8-44,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],34,(45-60),0127448_2020-8-22-4-59-5,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],34,(45-60),0142201_2020-8-23-20-6-13,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],34,(45-60),0125538_2020-8-23-14-0-41,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],35,(45-60),0124681_2020-8-23-19-39-19,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],35,(45-60),0119724_2020-8-23-20-16-56,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],35,(45-60),0124949_2020-8-23-19-40-47,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],35,(45-60),0132442_2019-0-0-0-0-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],36,(45-60),0125794_2020-8-23-15-49-54,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],37,(45-60),0120296_2020-8-23-13-21-23,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],37,(45-60),0120296_2020-8-23-13-2-23,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],37,(45-60),0121380_2020-8-23-8-49-28,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],38,(45-60),0140497_2020-8-22-22-6-37,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],38,(45-60),0124832_2020-8-22-12-58-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],38,(45-60),0127970_2020-8-23-14-34-19,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],38,(45-60),0125273_2020-8-22-10-19-4,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],38,(45-60),0143526_2020-8-23-15-29-25,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],39,(45-60),0127918_2019-0-0-0-0-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],39,(45-60),0130327_2019-0-0-0-0-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],39,(45-60),0129295_2019-0-0-0-0-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],39,(45-60),0138504_2020-8-22-16-59-7,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],40,(45-60),0137645_2020-8-23-16-11-50,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],40,(45-60),0118546_2020-8-23-20-15-11,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],40,(45-60),0123408_2020-8-23-19-51-14,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],40,(45-60),0122799_2020-8-23-15-18-15,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],40,(45-60),0126004_2020-8-27-17-35-41,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],40,(45-60),0121916_2020-8-23-9-50-50,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],41,(45-60),0137418_2020-8-23-10-42-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],41,(45-60),0123179_2020-8-23-11-29-55,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],41,(45-60),0134016_2020-8-26-21-6-22,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],41,(45-60),0122692_2020-8-23-20-20-36,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],41,(45-60),0123518_2020-8-23-11-15-28,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],42,(45-60),0119969_2020-8-23-11-41-6,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],42,(45-60),0134016_2020-8-23-19-47-12,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],42,(45-60),0128676_2020-8-23-14-24-13,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],42,(45-60),0116945_2020-8-23-14-53-12,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],42,(45-60),0128538_2020-8-23-15-17-42,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],43,(45-60),0131361_2020-8-23-19-38-29,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],43,(45-60),0130639_2020-8-22-13-50-56,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],43,(45-60),0140028_2020-8-23-13-55-58,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],44,(45-60),0144733_2020-8-22-13-56-41,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],44,(45-60),0123815_2020-8-22-18-46-35,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],44,(45-60),0128309_2020-8-22-21-22-34,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],44,(45-60),0140464_2020-8-23-15-42-39,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],44,(45-60),0125875_2020-8-23-19-58-14,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],45,(45-60),0119600_2020-8-23-19-30-28,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],45,(45-60),0131361_2020-8-23-9-13-24,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],45,(45-60),0120588_2020-8-23-14-45-53,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],45,(45-60),0135360_2020-8-23-11-13-49,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],46,(45-60),0128309_2020-8-22-13-52-49,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],46,(45-60),0150341_2020-8-26-0-24-54,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],46,(45-60),0122079_2020-8-26-0-33-45,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],46,(45-60),0126499_2020-8-23-20-19-3,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],47,(45-60),0139158_2020-8-23-13-14-15,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],47,(45-60),0120063_2020-8-23-14-57-41,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],47,(45-60),0143847_2020-8-23-20-1-37,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],47,(45-60),0123576_2020-8-23-15-31-2,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],47,(45-60),0125681_2020-8-23-10-54-9,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],47,(45-60),0123535_2020-8-23-11-54-24,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],47,(45-60),0122239_2020-8-23-15-26-28,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],47,(45-60),0119795_2020-8-23-19-51-25,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0135749_2020-8-23-11-51-50,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0145074_2020-8-27-15-22-53,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0125187_2020-8-23-7-24-43,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0125187_2020-8-23-7-26-34,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0119072_2020-8-23-15-44-17,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0122361_2020-8-23-10-43-25,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0126499_2020-8-23-20-6-23,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0137392_2020-8-26-0-29-27,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],48,(45-60),0135162_2020-8-23-11-41-56,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],49,(45-60),0141229_2020-8-23-11-41-18,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],49,(45-60),0133831_2020-8-26-0-27-15,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],49,(45-60),0133831_2020-8-26-0-30-43,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],49,(45-60),0124803_2020-8-23-11-16-51,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],49,(45-60),0139384_2020-8-23-13-19-44,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],49,(45-60),0126574_2020-8-23-19-37-36,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],49,(45-60),0140028_2020-8-23-15-38-45,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],49,(45-60),0125313_2020-8-23-19-51-46,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],50,(45-60),0121285_2020-8-23-19-44-12,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],50,(45-60),0140504_2020-8-23-15-58-14,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],50,(45-60),0142592_2020-8-23-15-46-40,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],50,(45-60),0145031_2020-8-23-15-13-0,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],51,(45-60),0127128_2020-8-22-13-55-29,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],51,(45-60),0129957_2020-8-23-10-8-54,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],51,(45-60),0132776_2020-8-23-13-41-27,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],51,(45-60),0120899_2020-8-23-8-50-11,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],52,(45-60),0135966_2020-8-22-13-51-17,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],52,(45-60),0137380_2020-8-22-13-53-5,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],52,(45-60),0122799_2020-8-23-15-27-20,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],52,(45-60),0134016_2020-8-22-9-44-55,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],52,(45-60),0120174_2020-8-23-14-35-51,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],53,(45-60),0138454_2020-8-23-13-44-42,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],53,(45-60),0137591_2020-8-22-21-52-27,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],53,(45-60),0144105_2020-8-23-13-44-9,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],53,(45-60),0124188_2020-8-23-15-40-56,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],53,(45-60),0129167_2020-8-21-3-19-47,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],53,(45-60),0120671_2020-8-26-0-44-28,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],53,(45-60),0141965_2020-8-23-19-41-25,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],54,(45-60),0136235_2020-8-23-15-21-56,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],54,(45-60),0137904_2020-8-23-19-44-2,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],54,(45-60),0142060_2020-8-23-13-59-28,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],54,(45-60),0120374_2020-8-23-20-14-42,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],54,(45-60),0137947_2020-8-23-13-46-34,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],55,(45-60),0136264_2020-8-22-14-3-48,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],55,(45-60),0123466_2020-8-23-13-44-39,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],55,(45-60),0119987_2020-8-22-20-22-2,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],55,(45-60),0120823_2020-8-23-19-32-47,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],55,(45-60),0119259_2020-8-22-16-47-12,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],55,(45-60),0119967_2020-8-23-19-51-3,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],55,(45-60),0132574_2020-8-23-15-4-30,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],55,(45-60),0126390_2020-8-22-17-13-22,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],56,(45-60),0129672_2020-8-23-14-19-56,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],56,(45-60),0128309_2020-8-22-21-22-34,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],56,(45-60),0122738_2020-8-23-13-1-23,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],56,(45-60),0121011_2020-8-23-14-21-15,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],56,(45-60),0137733_2020-8-27-15-14-20,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],56,(45-60),0126499_2020-8-22-14-55-29,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],57,(45-60),0143847_2020-8-23-20-16-40,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],57,(45-60),0134643_2020-8-23-20-22-17,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],57,(45-60),0143509_2020-8-23-19-49-54,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],57,(45-60),0123399_2019-0-0-0-0-0,,,
